Protein,Drug,Cell_lines
14622,DB00381,A375
8484,DB00381,A375
11175,DB00381,A375
16430,DB00381,A375
807,DB00381,A375
9356,DB00381,A375
16366,DB00381,A375
3151,DB00381,A375
4218,DB00381,A375
12144,DB00381,A375
10069,DB00381,A375
13692,DB00381,A375
6772,DB00381,A375
5167,DB00381,A375
17295,DB00381,A375
9791,DB00381,A375
9650,DB00381,A375
7985,DB00381,A375
14622,DB00381,A549
8484,DB00381,A549
11175,DB00381,A549
16430,DB00381,A549
807,DB00381,A549
9356,DB00381,A549
16366,DB00381,A549
3151,DB00381,A549
4218,DB00381,A549
12144,DB00381,A549
10069,DB00381,A549
13692,DB00381,A549
6772,DB00381,A549
5167,DB00381,A549
17295,DB00381,A549
9791,DB00381,A549
9650,DB00381,A549
7985,DB00381,A549
14622,DB00381,HEPG2
8484,DB00381,HEPG2
11175,DB00381,HEPG2
16430,DB00381,HEPG2
807,DB00381,HEPG2
9356,DB00381,HEPG2
16366,DB00381,HEPG2
3151,DB00381,HEPG2
4218,DB00381,HEPG2
12144,DB00381,HEPG2
10069,DB00381,HEPG2
13692,DB00381,HEPG2
6772,DB00381,HEPG2
5167,DB00381,HEPG2
17295,DB00381,HEPG2
9791,DB00381,HEPG2
9650,DB00381,HEPG2
7985,DB00381,HEPG2
14622,DB00381,HT29
8484,DB00381,HT29
11175,DB00381,HT29
16430,DB00381,HT29
807,DB00381,HT29
9356,DB00381,HT29
16366,DB00381,HT29
3151,DB00381,HT29
4218,DB00381,HT29
12144,DB00381,HT29
10069,DB00381,HT29
13692,DB00381,HT29
6772,DB00381,HT29
5167,DB00381,HT29
17295,DB00381,HT29
9791,DB00381,HT29
9650,DB00381,HT29
7985,DB00381,HT29
14622,DB00381,MCF7
8484,DB00381,MCF7
11175,DB00381,MCF7
16430,DB00381,MCF7
807,DB00381,MCF7
9356,DB00381,MCF7
16366,DB00381,MCF7
3151,DB00381,MCF7
4218,DB00381,MCF7
12144,DB00381,MCF7
10069,DB00381,MCF7
13692,DB00381,MCF7
6772,DB00381,MCF7
5167,DB00381,MCF7
17295,DB00381,MCF7
9791,DB00381,MCF7
9650,DB00381,MCF7
7985,DB00381,MCF7
14622,DB00381,NPC
8484,DB00381,NPC
11175,DB00381,NPC
16430,DB00381,NPC
807,DB00381,NPC
9356,DB00381,NPC
16366,DB00381,NPC
3151,DB00381,NPC
4218,DB00381,NPC
12144,DB00381,NPC
10069,DB00381,NPC
13692,DB00381,NPC
6772,DB00381,NPC
5167,DB00381,NPC
17295,DB00381,NPC
9791,DB00381,NPC
9650,DB00381,NPC
7985,DB00381,NPC
14622,DB00381,HA1E
8484,DB00381,HA1E
11175,DB00381,HA1E
16430,DB00381,HA1E
807,DB00381,HA1E
9356,DB00381,HA1E
16366,DB00381,HA1E
3151,DB00381,HA1E
4218,DB00381,HA1E
12144,DB00381,HA1E
10069,DB00381,HA1E
13692,DB00381,HA1E
6772,DB00381,HA1E
5167,DB00381,HA1E
17295,DB00381,HA1E
9791,DB00381,HA1E
9650,DB00381,HA1E
7985,DB00381,HA1E
14622,DB00381,HCC515
8484,DB00381,HCC515
11175,DB00381,HCC515
16430,DB00381,HCC515
807,DB00381,HCC515
9356,DB00381,HCC515
16366,DB00381,HCC515
3151,DB00381,HCC515
4218,DB00381,HCC515
12144,DB00381,HCC515
10069,DB00381,HCC515
13692,DB00381,HCC515
6772,DB00381,HCC515
5167,DB00381,HCC515
17295,DB00381,HCC515
9791,DB00381,HCC515
9650,DB00381,HCC515
7985,DB00381,HCC515
14622,DB00381,PC3
8484,DB00381,PC3
11175,DB00381,PC3
16430,DB00381,PC3
807,DB00381,PC3
9356,DB00381,PC3
16366,DB00381,PC3
3151,DB00381,PC3
4218,DB00381,PC3
12144,DB00381,PC3
10069,DB00381,PC3
13692,DB00381,PC3
6772,DB00381,PC3
5167,DB00381,PC3
17295,DB00381,PC3
9791,DB00381,PC3
9650,DB00381,PC3
7985,DB00381,PC3
14622,DB00381,VCAP
8484,DB00381,VCAP
11175,DB00381,VCAP
16430,DB00381,VCAP
807,DB00381,VCAP
9356,DB00381,VCAP
16366,DB00381,VCAP
3151,DB00381,VCAP
4218,DB00381,VCAP
12144,DB00381,VCAP
10069,DB00381,VCAP
13692,DB00381,VCAP
6772,DB00381,VCAP
5167,DB00381,VCAP
17295,DB00381,VCAP
9791,DB00381,VCAP
9650,DB00381,VCAP
7985,DB00381,VCAP
3151,DB00270,A549
7985,DB00270,A549
6772,DB00270,A549
10069,DB00270,A549
4218,DB00270,A549
16366,DB00270,A549
12853,DB00243,ASC
5696,DB00243,ASC
12650,DB00243,ASC
3151,DB00243,ASC
4218,DB00243,ASC
12144,DB00243,ASC
10069,DB00243,ASC
13692,DB00243,ASC
6772,DB00243,ASC
5167,DB00243,ASC
17295,DB00243,ASC
12853,DB00243,MCF7
5696,DB00243,MCF7
12650,DB00243,MCF7
3151,DB00243,MCF7
4218,DB00243,MCF7
12144,DB00243,MCF7
10069,DB00243,MCF7
13692,DB00243,MCF7
6772,DB00243,MCF7
5167,DB00243,MCF7
17295,DB00243,MCF7
12853,DB00243,HA1E
5696,DB00243,HA1E
12650,DB00243,HA1E
3151,DB00243,HA1E
4218,DB00243,HA1E
12144,DB00243,HA1E
10069,DB00243,HA1E
13692,DB00243,HA1E
6772,DB00243,HA1E
5167,DB00243,HA1E
17295,DB00243,HA1E
12853,DB00243,PC3
5696,DB00243,PC3
12650,DB00243,PC3
3151,DB00243,PC3
4218,DB00243,PC3
12144,DB00243,PC3
10069,DB00243,PC3
13692,DB00243,PC3
6772,DB00243,PC3
5167,DB00243,PC3
17295,DB00243,PC3
9521,DB00393,A375
17295,DB00393,A375
12144,DB00393,A375
5167,DB00393,A375
9521,DB00393,NCIH508
17295,DB00393,NCIH508
12144,DB00393,NCIH508
5167,DB00393,NCIH508
9521,DB00393,SW620
17295,DB00393,SW620
12144,DB00393,SW620
5167,DB00393,SW620
1294,DB00622,A375
15967,DB00622,A375
1294,DB00622,EFO27
15967,DB00622,EFO27
1294,DB00622,NCIH1694
15967,DB00622,NCIH1694
1294,DB00622,PC3
15967,DB00622,PC3
1294,DB00622,RMUGS
15967,DB00622,RMUGS
1294,DB00622,SW620
15967,DB00622,SW620
1294,DB00622,SW948
15967,DB00622,SW948
1294,DB00622,U937
15967,DB00622,U937
1294,DB00622,VCAP
15967,DB00622,VCAP
1294,DB00622,MCF7
15967,DB00622,MCF7
17269,DB00975,ASC
12937,DB00975,ASC
17269,DB00975,MCF7
12937,DB00975,MCF7
9647,DB00235,MCF7
9647,DB00235,NPC
9647,DB00235,VCAP
9647,DB00235,A549
9129,DB00203,A549
7468,DB00203,A549
3153,DB00203,A549
9129,DB00203,MCF7
7468,DB00203,MCF7
3153,DB00203,MCF7
9129,DB00203,VCAP
7468,DB00203,VCAP
3153,DB00203,VCAP
9129,DB00203,HCC515
7468,DB00203,HCC515
3153,DB00203,HCC515
9129,DB00203,NCIH596
7468,DB00203,NCIH596
3153,DB00203,NCIH596
9129,DB00203,SW948
7468,DB00203,SW948
3153,DB00203,SW948
4111,DB00820,MCF7
5457,DB00839,A549
8989,DB00839,A549
5457,DB00839,HA1E
8989,DB00839,HA1E
5457,DB00839,HCC515
8989,DB00839,HCC515
5457,DB00839,HT29
8989,DB00839,HT29
5457,DB00839,MCF7
8989,DB00839,MCF7
5457,DB00839,PC3
8989,DB00839,PC3
5457,DB00839,VCAP
8989,DB00839,VCAP
9947,DB00154,A375
10338,DB00154,A375
9947,DB00154,A549
10338,DB00154,A549
9947,DB00154,VCAP
10338,DB00154,VCAP
13612,DB00246,HCC515
5648,DB00246,HCC515
13183,DB00246,HCC515
3815,DB00246,HCC515
9201,DB00246,HCC515
14731,DB00246,HCC515
180,DB00246,HCC515
15935,DB00246,HCC515
17240,DB00246,HCC515
18876,DB00246,HCC515
13194,DB00246,HCC515
4278,DB00246,HCC515
13612,DB00246,HT29
5648,DB00246,HT29
13183,DB00246,HT29
3815,DB00246,HT29
9201,DB00246,HT29
14731,DB00246,HT29
180,DB00246,HT29
15935,DB00246,HT29
17240,DB00246,HT29
18876,DB00246,HT29
13194,DB00246,HT29
4278,DB00246,HT29
13612,DB00248,HA1E
5648,DB00248,HA1E
13612,DB00248,PC3
5648,DB00248,PC3
8994,DB00384,A375
9784,DB00384,A375
12597,DB00384,A375
5079,DB00384,A375
8994,DB00384,A549
9784,DB00384,A549
12597,DB00384,A549
5079,DB00384,A549
8994,DB00384,PC3
9784,DB00384,PC3
12597,DB00384,PC3
5079,DB00384,PC3
455,DB00309,HT29
455,DB00309,PC3
455,DB00309,VCAP
7270,DB00162,SKB
18093,DB00162,SKB
1011,DB00162,SKB
15103,DB00162,SKB
17681,DB00162,SKB
3262,DB00162,SKB
8216,DB00162,SKB
18858,DB00162,SKB
4649,DB00162,SKB
12972,DB00162,SKB
12954,DB00162,SKB
18187,DB00162,SKB
8941,DB00162,SKB
7270,DB00162,VCAP
18093,DB00162,VCAP
1011,DB00162,VCAP
15103,DB00162,VCAP
17681,DB00162,VCAP
3262,DB00162,VCAP
8216,DB00162,VCAP
18858,DB00162,VCAP
4649,DB00162,VCAP
12972,DB00162,VCAP
12954,DB00162,VCAP
18187,DB00162,VCAP
8941,DB00162,VCAP
7270,DB00162,A375
18093,DB00162,A375
1011,DB00162,A375
15103,DB00162,A375
17681,DB00162,A375
3262,DB00162,A375
8216,DB00162,A375
18858,DB00162,A375
4649,DB00162,A375
12972,DB00162,A375
12954,DB00162,A375
18187,DB00162,A375
8941,DB00162,A375
7270,DB00162,HA1E
18093,DB00162,HA1E
1011,DB00162,HA1E
15103,DB00162,HA1E
17681,DB00162,HA1E
3262,DB00162,HA1E
8216,DB00162,HA1E
18858,DB00162,HA1E
4649,DB00162,HA1E
12972,DB00162,HA1E
12954,DB00162,HA1E
18187,DB00162,HA1E
8941,DB00162,HA1E
7270,DB00162,HCC515
18093,DB00162,HCC515
1011,DB00162,HCC515
15103,DB00162,HCC515
17681,DB00162,HCC515
3262,DB00162,HCC515
8216,DB00162,HCC515
18858,DB00162,HCC515
4649,DB00162,HCC515
12972,DB00162,HCC515
12954,DB00162,HCC515
18187,DB00162,HCC515
8941,DB00162,HCC515
7270,DB00162,HCT116
18093,DB00162,HCT116
1011,DB00162,HCT116
15103,DB00162,HCT116
17681,DB00162,HCT116
3262,DB00162,HCT116
8216,DB00162,HCT116
18858,DB00162,HCT116
4649,DB00162,HCT116
12972,DB00162,HCT116
12954,DB00162,HCT116
18187,DB00162,HCT116
8941,DB00162,HCT116
7270,DB00162,HEPG2
18093,DB00162,HEPG2
1011,DB00162,HEPG2
15103,DB00162,HEPG2
17681,DB00162,HEPG2
3262,DB00162,HEPG2
8216,DB00162,HEPG2
18858,DB00162,HEPG2
4649,DB00162,HEPG2
12972,DB00162,HEPG2
12954,DB00162,HEPG2
18187,DB00162,HEPG2
8941,DB00162,HEPG2
7270,DB00162,HT29
18093,DB00162,HT29
1011,DB00162,HT29
15103,DB00162,HT29
17681,DB00162,HT29
3262,DB00162,HT29
8216,DB00162,HT29
18858,DB00162,HT29
4649,DB00162,HT29
12972,DB00162,HT29
12954,DB00162,HT29
18187,DB00162,HT29
8941,DB00162,HT29
7270,DB00162,MCF7
18093,DB00162,MCF7
1011,DB00162,MCF7
15103,DB00162,MCF7
17681,DB00162,MCF7
3262,DB00162,MCF7
8216,DB00162,MCF7
18858,DB00162,MCF7
4649,DB00162,MCF7
12972,DB00162,MCF7
12954,DB00162,MCF7
18187,DB00162,MCF7
8941,DB00162,MCF7
7270,DB00162,PC3
18093,DB00162,PC3
1011,DB00162,PC3
15103,DB00162,PC3
17681,DB00162,PC3
3262,DB00162,PC3
8216,DB00162,PC3
18858,DB00162,PC3
4649,DB00162,PC3
12972,DB00162,PC3
12954,DB00162,PC3
18187,DB00162,PC3
8941,DB00162,PC3
7270,DB00162,PL21
18093,DB00162,PL21
1011,DB00162,PL21
15103,DB00162,PL21
17681,DB00162,PL21
3262,DB00162,PL21
8216,DB00162,PL21
18858,DB00162,PL21
4649,DB00162,PL21
12972,DB00162,PL21
12954,DB00162,PL21
18187,DB00162,PL21
8941,DB00162,PL21
7270,DB00162,RKO
18093,DB00162,RKO
1011,DB00162,RKO
15103,DB00162,RKO
17681,DB00162,RKO
3262,DB00162,RKO
8216,DB00162,RKO
18858,DB00162,RKO
4649,DB00162,RKO
12972,DB00162,RKO
12954,DB00162,RKO
18187,DB00162,RKO
8941,DB00162,RKO
7270,DB00162,RMUGS
18093,DB00162,RMUGS
1011,DB00162,RMUGS
15103,DB00162,RMUGS
17681,DB00162,RMUGS
3262,DB00162,RMUGS
8216,DB00162,RMUGS
18858,DB00162,RMUGS
4649,DB00162,RMUGS
12972,DB00162,RMUGS
12954,DB00162,RMUGS
18187,DB00162,RMUGS
8941,DB00162,RMUGS
7270,DB00162,SKM1
18093,DB00162,SKM1
1011,DB00162,SKM1
15103,DB00162,SKM1
17681,DB00162,SKM1
3262,DB00162,SKM1
8216,DB00162,SKM1
18858,DB00162,SKM1
4649,DB00162,SKM1
12972,DB00162,SKM1
12954,DB00162,SKM1
18187,DB00162,SKM1
8941,DB00162,SKM1
7270,DB00162,SKMEL28
18093,DB00162,SKMEL28
1011,DB00162,SKMEL28
15103,DB00162,SKMEL28
17681,DB00162,SKMEL28
3262,DB00162,SKMEL28
8216,DB00162,SKMEL28
18858,DB00162,SKMEL28
4649,DB00162,SKMEL28
12972,DB00162,SKMEL28
12954,DB00162,SKMEL28
18187,DB00162,SKMEL28
8941,DB00162,SKMEL28
7270,DB00162,SW620
18093,DB00162,SW620
1011,DB00162,SW620
15103,DB00162,SW620
17681,DB00162,SW620
3262,DB00162,SW620
8216,DB00162,SW620
18858,DB00162,SW620
4649,DB00162,SW620
12972,DB00162,SW620
12954,DB00162,SW620
18187,DB00162,SW620
8941,DB00162,SW620
7270,DB00162,SW948
18093,DB00162,SW948
1011,DB00162,SW948
15103,DB00162,SW948
17681,DB00162,SW948
3262,DB00162,SW948
8216,DB00162,SW948
18858,DB00162,SW948
4649,DB00162,SW948
12972,DB00162,SW948
12954,DB00162,SW948
18187,DB00162,SW948
8941,DB00162,SW948
7270,DB00162,THP1
18093,DB00162,THP1
1011,DB00162,THP1
15103,DB00162,THP1
17681,DB00162,THP1
3262,DB00162,THP1
8216,DB00162,THP1
18858,DB00162,THP1
4649,DB00162,THP1
12972,DB00162,THP1
12954,DB00162,THP1
18187,DB00162,THP1
8941,DB00162,THP1
7270,DB00162,U937
18093,DB00162,U937
1011,DB00162,U937
15103,DB00162,U937
17681,DB00162,U937
3262,DB00162,U937
8216,DB00162,U937
18858,DB00162,U937
4649,DB00162,U937
12972,DB00162,U937
12954,DB00162,U937
18187,DB00162,U937
8941,DB00162,U937
14781,DB00855,A549
14781,DB00855,VCAP
14670,DB00132,A549
4199,DB00132,A549
16479,DB00132,A549
6952,DB00132,A549
14589,DB00132,A549
6095,DB00132,A549
18023,DB00132,A549
17632,DB00132,A549
3766,DB00132,A549
10845,DB00132,A549
14670,DB00132,SKB
4199,DB00132,SKB
16479,DB00132,SKB
6952,DB00132,SKB
14589,DB00132,SKB
6095,DB00132,SKB
18023,DB00132,SKB
17632,DB00132,SKB
3766,DB00132,SKB
10845,DB00132,SKB
16279,DB00675,A375
15915,DB00675,A375
5571,DB00675,A375
13744,DB00675,A375
5647,DB00675,A375
2717,DB00675,A375
4648,DB00675,A375
2658,DB00675,A375
12517,DB00675,A375
16279,DB00675,A549
15915,DB00675,A549
5571,DB00675,A549
13744,DB00675,A549
5647,DB00675,A549
2717,DB00675,A549
4648,DB00675,A549
2658,DB00675,A549
12517,DB00675,A549
16279,DB00675,HA1E
15915,DB00675,HA1E
5571,DB00675,HA1E
13744,DB00675,HA1E
5647,DB00675,HA1E
2717,DB00675,HA1E
4648,DB00675,HA1E
2658,DB00675,HA1E
12517,DB00675,HA1E
16279,DB00675,HT29
15915,DB00675,HT29
5571,DB00675,HT29
13744,DB00675,HT29
5647,DB00675,HT29
2717,DB00675,HT29
4648,DB00675,HT29
2658,DB00675,HT29
12517,DB00675,HT29
16279,DB00675,MCF7
15915,DB00675,MCF7
5571,DB00675,MCF7
13744,DB00675,MCF7
5647,DB00675,MCF7
2717,DB00675,MCF7
4648,DB00675,MCF7
2658,DB00675,MCF7
12517,DB00675,MCF7
16279,DB00675,RKO
15915,DB00675,RKO
5571,DB00675,RKO
13744,DB00675,RKO
5647,DB00675,RKO
2717,DB00675,RKO
4648,DB00675,RKO
2658,DB00675,RKO
12517,DB00675,RKO
16279,DB00675,SW620
15915,DB00675,SW620
5571,DB00675,SW620
13744,DB00675,SW620
5647,DB00675,SW620
2717,DB00675,SW620
4648,DB00675,SW620
2658,DB00675,SW620
12517,DB00675,SW620
16279,DB00675,SW948
15915,DB00675,SW948
5571,DB00675,SW948
13744,DB00675,SW948
5647,DB00675,SW948
2717,DB00675,SW948
4648,DB00675,SW948
2658,DB00675,SW948
12517,DB00675,SW948
16279,DB00675,VCAP
15915,DB00675,VCAP
5571,DB00675,VCAP
13744,DB00675,VCAP
5647,DB00675,VCAP
2717,DB00675,VCAP
4648,DB00675,VCAP
2658,DB00675,VCAP
12517,DB00675,VCAP
16279,DB00675,PC3
15915,DB00675,PC3
5571,DB00675,PC3
13744,DB00675,PC3
5647,DB00675,PC3
2717,DB00675,PC3
4648,DB00675,PC3
2658,DB00675,PC3
12517,DB00675,PC3
4954,DB00993,A375
9278,DB00993,A375
4954,DB00993,HT29
9278,DB00993,HT29
4954,DB00993,MCF7
9278,DB00993,MCF7
4954,DB00993,PC3
9278,DB00993,PC3
4954,DB00993,VCAP
9278,DB00993,VCAP
3705,DB00514,VCAP
491,DB00514,VCAP
12522,DB00514,VCAP
2370,DB00514,VCAP
4269,DB00514,VCAP
10349,DB00514,VCAP
14078,DB00514,VCAP
9278,DB00514,VCAP
1540,DB00514,VCAP
5756,DB00208,A375
5756,DB00208,A549
5756,DB00208,HA1E
3058,DB00987,A375
3058,DB00987,A549
3058,DB00987,PC3
3058,DB00987,VCAP
13955,DB00186,VCAP
15200,DB00186,VCAP
16606,DB00186,VCAP
10943,DB00186,VCAP
2869,DB00186,VCAP
8135,DB00186,VCAP
3598,DB00186,VCAP
4608,DB00186,VCAP
3599,DB00186,VCAP
5891,DB00186,VCAP
12521,DB00186,VCAP
10947,DB00186,VCAP
4606,DB00186,VCAP
15985,DB00186,VCAP
18735,DB00186,VCAP
16948,DB00186,VCAP
18299,DB00186,VCAP
12003,DB00555,PC3
15200,DB00555,PC3
16606,DB00555,PC3
10943,DB00555,PC3
2869,DB00555,PC3
8135,DB00555,PC3
3598,DB00555,PC3
4606,DB00555,PC3
15985,DB00555,PC3
18735,DB00555,PC3
10358,DB00555,PC3
6971,DB00358,MCF7
15914,DB00313,COV644
5426,DB00313,COV644
15084,DB00313,COV644
5787,DB00313,COV644
12003,DB00313,COV644
3988,DB00313,COV644
15347,DB00313,COV644
15964,DB00313,COV644
14852,DB00313,COV644
9075,DB00313,COV644
14785,DB00313,COV644
15374,DB00313,COV644
3778,DB00313,COV644
13504,DB00313,COV644
6976,DB00313,COV644
15914,DB00313,SW948
5426,DB00313,SW948
15084,DB00313,SW948
5787,DB00313,SW948
12003,DB00313,SW948
3988,DB00313,SW948
15347,DB00313,SW948
15964,DB00313,SW948
14852,DB00313,SW948
9075,DB00313,SW948
14785,DB00313,SW948
15374,DB00313,SW948
3778,DB00313,SW948
13504,DB00313,SW948
6976,DB00313,SW948
15084,DB00281,MCF7
14785,DB00281,MCF7
15347,DB00281,MCF7
4341,DB00178,VCAP
432,DB00178,VCAP
2219,DB00648,A549
4418,DB00648,A549
2219,DB00648,HT29
4418,DB00648,HT29
2219,DB00648,MCF7
4418,DB00648,MCF7
2219,DB00648,HA1E
4418,DB00648,HA1E
9929,DB00242,A375
5143,DB00242,A375
12591,DB00242,A375
9840,DB00242,A375
1649,DB00242,A375
6983,DB00242,A375
408,DB00242,A375
16511,DB00242,A375
11777,DB00242,A375
9929,DB00242,HT29
5143,DB00242,HT29
12591,DB00242,HT29
9840,DB00242,HT29
1649,DB00242,HT29
6983,DB00242,HT29
408,DB00242,HT29
16511,DB00242,HT29
11777,DB00242,HT29
9929,DB00242,MCF7
5143,DB00242,MCF7
12591,DB00242,MCF7
9840,DB00242,MCF7
1649,DB00242,MCF7
6983,DB00242,MCF7
408,DB00242,MCF7
16511,DB00242,MCF7
11777,DB00242,MCF7
9929,DB00242,PC3
5143,DB00242,PC3
12591,DB00242,PC3
9840,DB00242,PC3
1649,DB00242,PC3
6983,DB00242,PC3
408,DB00242,PC3
16511,DB00242,PC3
11777,DB00242,PC3
9929,DB00242,VCAP
5143,DB00242,VCAP
12591,DB00242,VCAP
9840,DB00242,VCAP
1649,DB00242,VCAP
6983,DB00242,VCAP
408,DB00242,VCAP
16511,DB00242,VCAP
11777,DB00242,VCAP
9929,DB00242,HCC515
5143,DB00242,HCC515
12591,DB00242,HCC515
9840,DB00242,HCC515
1649,DB00242,HCC515
6983,DB00242,HCC515
408,DB00242,HCC515
16511,DB00242,HCC515
11777,DB00242,HCC515
9929,DB00242,HEPG2
5143,DB00242,HEPG2
12591,DB00242,HEPG2
9840,DB00242,HEPG2
1649,DB00242,HEPG2
6983,DB00242,HEPG2
408,DB00242,HEPG2
16511,DB00242,HEPG2
11777,DB00242,HEPG2
2544,DB00214,HA1E
13996,DB00214,HA1E
18006,DB02709,VCAP
8310,DB02709,VCAP
16242,DB02709,VCAP
9755,DB02709,VCAP
2960,DB02709,VCAP
4465,DB02709,VCAP
14215,DB02709,VCAP
18006,DB02709,A375
8310,DB02709,A375
16242,DB02709,A375
9755,DB02709,A375
2960,DB02709,A375
4465,DB02709,A375
14215,DB02709,A375
18006,DB02709,A549
8310,DB02709,A549
16242,DB02709,A549
9755,DB02709,A549
2960,DB02709,A549
4465,DB02709,A549
14215,DB02709,A549
18006,DB02709,HCC515
8310,DB02709,HCC515
16242,DB02709,HCC515
9755,DB02709,HCC515
2960,DB02709,HCC515
4465,DB02709,HCC515
14215,DB02709,HCC515
18006,DB02709,HEPG2
8310,DB02709,HEPG2
16242,DB02709,HEPG2
9755,DB02709,HEPG2
2960,DB02709,HEPG2
4465,DB02709,HEPG2
14215,DB02709,HEPG2
18006,DB02709,MCF7
8310,DB02709,MCF7
16242,DB02709,MCF7
9755,DB02709,MCF7
2960,DB02709,MCF7
4465,DB02709,MCF7
14215,DB02709,MCF7
18006,DB02709,PC3
8310,DB02709,PC3
16242,DB02709,PC3
9755,DB02709,PC3
2960,DB02709,PC3
4465,DB02709,PC3
14215,DB02709,PC3
18006,DB02709,SKB
8310,DB02709,SKB
16242,DB02709,SKB
9755,DB02709,SKB
2960,DB02709,SKB
4465,DB02709,SKB
14215,DB02709,SKB
18006,DB02709,HA1E
8310,DB02709,HA1E
16242,DB02709,HA1E
9755,DB02709,HA1E
2960,DB02709,HA1E
4465,DB02709,HA1E
14215,DB02709,HA1E
14017,DB00279,A375
2916,DB00279,A375
12603,DB00279,A375
14017,DB00279,MCF7
2916,DB00279,MCF7
12603,DB00279,MCF7
14017,DB00279,PC3
2916,DB00279,PC3
12603,DB00279,PC3
6461,DB00293,MCF7
6461,DB00293,PC3
6461,DB00293,VCAP
9921,DB02659,A375
13165,DB02659,A375
13644,DB02659,A375
10004,DB02659,A375
17970,DB02659,A375
10029,DB02659,A375
6598,DB02659,A375
2085,DB02659,A375
16891,DB02659,A375
16339,DB02659,A375
16750,DB02659,A375
6872,DB02659,A375
4181,DB02659,A375
1444,DB02659,A375
4451,DB02659,A375
16979,DB02659,A375
2568,DB00213,MCF7
16037,DB00594,A375
794,DB00594,A375
2803,DB00594,A375
1387,DB00770,MCF7
12215,DB00140,A549
2700,DB00140,A549
12215,DB00140,PC3
2700,DB00140,PC3
1070,DB00170,A375
8872,DB00170,A375
13791,DB00170,A375
10516,DB00170,A375
6757,DB00170,A375
15679,DB00170,A375
1070,DB00170,A549
8872,DB00170,A549
13791,DB00170,A549
10516,DB00170,A549
6757,DB00170,A549
15679,DB00170,A549
1070,DB00170,ASC
8872,DB00170,ASC
13791,DB00170,ASC
10516,DB00170,ASC
6757,DB00170,ASC
15679,DB00170,ASC
1070,DB00170,HEPG2
8872,DB00170,HEPG2
13791,DB00170,HEPG2
10516,DB00170,HEPG2
6757,DB00170,HEPG2
15679,DB00170,HEPG2
1070,DB00170,MCF7
8872,DB00170,MCF7
13791,DB00170,MCF7
10516,DB00170,MCF7
6757,DB00170,MCF7
15679,DB00170,MCF7
1070,DB00170,NPC
8872,DB00170,NPC
13791,DB00170,NPC
10516,DB00170,NPC
6757,DB00170,NPC
15679,DB00170,NPC
1070,DB00170,A673
8872,DB00170,A673
13791,DB00170,A673
10516,DB00170,A673
6757,DB00170,A673
15679,DB00170,A673
1070,DB00170,CORL23
8872,DB00170,CORL23
13791,DB00170,CORL23
10516,DB00170,CORL23
6757,DB00170,CORL23
15679,DB00170,CORL23
1070,DB00170,EFO27
8872,DB00170,EFO27
13791,DB00170,EFO27
10516,DB00170,EFO27
